stock_area_code,stock_area_description,geo_type,geo_code,jurisdiction,constraint,confidence
46A7-,"IV, VIa), VIIe),f),h)",FAO,27.7.h,,,ok
46A7-,"IV, VIa), VIIe),f),h)",FAO,27.6.a,,,ok
46A7-,"IV, VIa), VIIe),f),h)",FAO,27.4,,,ok
SPRFMO,SPRFMO Convention Area,RFMO,SPRFMO,,,ok
N5ZE.,Subdivision 21.5Ze - Eastern subdivision,FAO,21.5.Ze,NAFO,,ok
7GKXBC,"VIIg),h),j),k) (1) Bantry Bay excepted",FAO,27.7.g,,,ok
7GKXBC,"VIIg),h),j),k) (1) Bantry Bay excepted",FAO,27.7.h,,,ok
7GKXBC,"VIIg),h),j),k) (1) Bantry Bay excepted",FAO,27.7.j,,,ok
7GKXBC,"VIIg),h),j),k) (1) Bantry Bay excepted",FAO,27.7.k,,,ok
7GKXBC,"VIIg),h),j),k) (1) Bantry Bay excepted",FAO,27.1,,,ok
NPFC-TR,Trawlers in NPFC Convention Area,RFMO,NPFC,,,ok
XWH,NEAFC Stock - Blue Whiting,RFMO,NEAFC,,,ok
14-C.,XIV (1),FAO,27.14,,,ok
14-C.,XIV (1),FAO,27.1,,,ok
3DX32.,Union waters of Subdivisions 25-32,FAO,27.3.d.25,EU,,ok
3DX32.,Union waters of Subdivisions 25-32,FAO,27.3.d.26,EU,,ok
3DX32.,Union waters of Subdivisions 25-32,FAO,27.3.d.27,EU,,ok
3DX32.,Union waters of Subdivisions 25-32,FAO,27.3.d.28,EU,,ok
3DX32.,Union waters of Subdivisions 25-32,FAO,27.3.d.29,EU,,ok
3DX32.,Union waters of Subdivisions 25-32,FAO,27.3.d.30,EU,,ok
3DX32.,Union waters of Subdivisions 25-32,FAO,27.3.d.31,EU,,ok
3DX32.,Union waters of Subdivisions 25-32,FAO,27.3.d.32,EU,,ok
XOS,NEAFC Stock - Other species,RFMO,NEAFC,,,ok
*2AN-,Norwegian waters of 2a,FAO,27.2.a,NOR,,ok
5B6A-C,VIa; EU and international waters of Vb east of 12 00 W,FAO,27.6.a,,,ok
5B6A-C,VIa; EU and international waters of Vb east of 12 00 W,FAO,27.5.b,EU+INT,east of 12 00 W,ok
8C9-SP,"Spain zone: VIIIc), IX",FAO,27.8.c,ESP,,ok
8C9-SP,"Spain zone: VIIIc), IX",FAO,27.9,ESP,,ok
03AS.,Kattegat,FAO,27.3.a.21,,,ok
8CDE34,"8c, 8d, 8e, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.8.c,,,ok
8CDE34,"8c, 8d, 8e, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.8.d,,,ok
8CDE34,"8c, 8d, 8e, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.8.e,,,ok
8CDE34,"8c, 8d, 8e, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.9,,,ok
8CDE34,"8c, 8d, 8e, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.10,,,ok
8CDE34,"8c, 8d, 8e, 9 and 10; Union waters of CECAF 34.1.1",FAO,34.1.1,EU,,ok
5B678.,"Vb (1), VI, VII; VIII (1)",FAO,27.5.b,,,ok
5B678.,"Vb (1), VI, VII; VIII (1)",FAO,27.1,,,ok
5B678.,"Vb (1), VI, VII; VIII (1)",FAO,27.6,,,ok
5B678.,"Vb (1), VI, VII; VIII (1)",FAO,27.7,,,ok
5B678.,"Vb (1), VI, VII; VIII (1)",FAO,27.8,,,ok
*567-,"Union and international waters of V, VI and VII",FAO,27.5,EU+INT,,ok
*567-,"Union and international waters of V, VI and VII",FAO,27.6,EU+INT,,ok
*567-,"Union and international waters of V, VI and VII",FAO,27.7,EU+INT,,ok
*F482.,Division 48.2,FAO,48.2,,,ok
CIV_2013,Ivory Coast,EEZ,CIV,CIV,,ok
3A4NFS,"Norway zone: IIIa), IV",FAO,27.3.a,NOR,,ok
3A4NFS,"Norway zone: IIIa), IV",FAO,27.4,NOR,,ok
*2AC4-C1,4; United Kingdom waters of 2a,FAO,27.4,,,ok
*2AC4-C1,4; United Kingdom waters of 2a,FAO,27.2.a,GBR,,ok
N5.,Subarea 21.5,FAO,21.5,NAFO,,ok
578/14,"Vb(1), VI, VII, VIIIa),b),d),e), XII, XIV",FAO,27.8.a,,,ok
578/14,"Vb(1), VI, VII, VIIIa),b),d),e), XII, XIV",FAO,27.8.b,,,ok
578/14,"Vb(1), VI, VII, VIIIa),b),d),e), XII, XIV",FAO,27.8.d,,,ok
578/14,"Vb(1), VI, VII, VIIIa),b),d),e), XII, XIV",FAO,27.8.e,,,ok
578/14,"Vb(1), VI, VII, VIIIa),b),d),e), XII, XIV",FAO,27.1,,,ok
578/14,"Vb(1), VI, VII, VIIIa),b),d),e), XII, XIV",FAO,27.6,,,ok
578/14,"Vb(1), VI, VII, VIIIa),b),d),e), XII, XIV",FAO,27.7,,,ok
578/14,"Vb(1), VI, VII, VIIIa),b),d),e), XII, XIV",FAO,27.12,,,ok
578/14,"Vb(1), VI, VII, VIIIa),b),d),e), XII, XIV",FAO,27.14,,,ok
ICAN05N,"ICCAT Convention area, north of 5°N",RFMO,ICCAT,,north of 5°N,ok
MED3_TBB,(no description - inferred from code),NONE,,,MED3_TBB,Mediterranean effort regime code - not an area
1/2B.,1 and 2b (this refers to Svalbard waters and to the international waters of ICES subarea 1 and division 2b),FAO,27.2.b,INT,,ok
1/2B.,1 and 2b (this refers to Svalbard waters and to the international waters of ICES subarea 1 and division 2b),FAO,27.1,INT,,ok
N2/3CA,"Canada zone: NAFO 2J,3KL",FAO,21.2.J,CAN,,ok
N2/3CA,"Canada zone: NAFO 2J,3KL",FAO,21.3.K,CAN,,ok
N2/3CA,"Canada zone: NAFO 2J,3KL",FAO,21.3.L,CAN,,ok
MED1_TR1,(no description - inferred from code),NONE,,,MED1_TR1,Mediterranean effort regime code - not an area
2X12-F,"Faroese Waters (IIa, IVa, Va, Vb, VIa)",FAO,27.2.a,FRO,,ok
2X12-F,"Faroese Waters (IIa, IVa, Va, Vb, VIa)",FAO,27.4.a,FRO,,ok
2X12-F,"Faroese Waters (IIa, IVa, Va, Vb, VIa)",FAO,27.5.a,FRO,,ok
2X12-F,"Faroese Waters (IIa, IVa, Va, Vb, VIa)",FAO,27.5.b,FRO,,ok
2X12-F,"Faroese Waters (IIa, IVa, Va, Vb, VIa)",FAO,27.6.a,FRO,,ok
*4AB-C,United Kingdom and Union waters of 4a and 4b,FAO,27.4.a,GBR+EU,,ok
*4AB-C,United Kingdom and Union waters of 4a and 4b,FAO,27.4.b,GBR+EU,,ok
*GL251214,"Greenland waters of 2, 5, 12 and 14",FAO,27.2,GRL,,ok
*GL251214,"Greenland waters of 2, 5, 12 and 14",FAO,27.5,GRL,,ok
*GL251214,"Greenland waters of 2, 5, 12 and 14",FAO,27.12,GRL,,ok
*GL251214,"Greenland waters of 2, 5, 12 and 14",FAO,27.14,GRL,,ok
MED2_TR2_AA,(no description - inferred from code),NONE,,,MED2_TR2_AA,Mediterranean effort regime code - not an area
CPV_2024,Cape Verde,EEZ,CPV,CPV,,ok
3D29.,Union waters of Subdivision 29,FAO,27.3.d.29,EU,,ok
F483.,FAO 48.3 Antarctic,FAO,48.3,,,ok
4678.,"IV,VI,VII,VIII",FAO,27.4,,,ok
4678.,"IV,VI,VII,VIII",FAO,27.6,,,ok
4678.,"IV,VI,VII,VIII",FAO,27.7,,,ok
4678.,"IV,VI,VII,VIII",FAO,27.8,,,ok
F484N.,FAO 48.4 Antarctic North (within the area bounded by latitudes 55°30'S and 57°20'S and by longitudes 25°30'W and 29°30'W),FAO,48.4,,,ok
*5B67-,6 and 7; United Kingdom and international waters of 5b,FAO,27.6,,,ok
*5B67-,6 and 7; United Kingdom and international waters of 5b,FAO,27.7,,,ok
*5B67-,6 and 7; United Kingdom and international waters of 5b,FAO,27.5.b,GBR+INT,,ok
*2A.,IIa,FAO,27.2.a,,,ok
ICESX,(no description - inferred from code),FAO,27.10,,,ok
GF12-16,GSA 12-13-14-15-16,GSA,GSA12,,,ok
GF12-16,GSA 12-13-14-15-16,GSA,GSA13,,,ok
GF12-16,GSA 12-13-14-15-16,GSA,GSA14,,,ok
GF12-16,GSA 12-13-14-15-16,GSA,GSA15,,,ok
GF12-16,GSA 12-13-14-15-16,GSA,GSA16,,,ok
07A/MM,"7a (This zone is reduced by the area bounded: — to the north by latitude 52° 30' N, — to the south by latitude 52° 00' N, — to the west by the coast of Ireland, — to the east by the coast of the United Kingdom.)",FAO,27.7.a,GBR,,ok
5B67-,6 and 7; United Kingdom and international waters of 5b,FAO,27.6,,,ok
5B67-,6 and 7; United Kingdom and international waters of 5b,FAO,27.7,,,ok
5B67-,6 and 7; United Kingdom and international waters of 5b,FAO,27.5.b,GBR+INT,,ok
SPR-AE,SPRFMO Convention Area within the research blocks A-E,RFMO,SPRFMO,,,ok
*ICAS05N_AMS,"ICCAT Convention area, south of 5°N (shared quota)",RFMO,ICCAT,,south of 5°N,ok
MED3_OTB_TR3,(no description - inferred from code),NONE,,,MED3_OTB_TR3,Mediterranean effort regime code - not an area
*07U16,Functional Unit 16 of ICES Subarea 7,FU,FU16,,,ok
*07U16,Functional Unit 16 of ICES Subarea 7,FAO,27.7,,Functional Unit 16,ok
6AN7-,"VIa) (North 56°30' North), VIIe),f),h)",FAO,27.7.e,,,ok
6AN7-,"VIa) (North 56°30' North), VIIe),f),h)",FAO,27.7.f,,,ok
6AN7-,"VIa) (North 56°30' North), VIIe),f),h)",FAO,27.7.h,,,ok
6AN7-,"VIa) (North 56°30' North), VIIe),f),h)",FAO,27.6.a,,,ok
*FRO2,Faroese waters,EEZ,FRO,FRO,,ok
MED1_LL4,(no description - inferred from code),NONE,,,MED1_LL4,Mediterranean effort regime code - not an area
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.1,EU+INT,,ok
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.2,EU+INT,,ok
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.3,EU+INT,,ok
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.4,EU+INT,,ok
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.5,EU+INT,,ok
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.8,EU+INT,,ok
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.9,EU+INT,,ok
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.10,EU+INT,,ok
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.12,EU+INT,,ok
1CX14,"Union and international waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.14,EU+INT,,ok
*2A4AC,United Kingdom waters of 2a or 4a,FAO,27.2.a,GBR,,ok
*2A4AC,United Kingdom waters of 2a or 4a,FAO,27.4.a,GBR,,ok
2AC43A7DE,United Kingdom and Union waters of 4 and 7de; United Kingdom waters of 2a; Union waters of 3a,FAO,27.7.d,GBR+EU,,ok
2AC43A7DE,United Kingdom and Union waters of 4 and 7de; United Kingdom waters of 2a; Union waters of 3a,FAO,27.7.e,GBR+EU,,ok
2AC43A7DE,United Kingdom and Union waters of 4 and 7de; United Kingdom waters of 2a; Union waters of 3a,FAO,27.4,GBR+EU,,ok
2AC43A7DE,United Kingdom and Union waters of 4 and 7de; United Kingdom waters of 2a; Union waters of 3a,FAO,27.2.a,GBR,,ok
2AC43A7DE,United Kingdom and Union waters of 4 and 7de; United Kingdom waters of 2a; Union waters of 3a,FAO,27.3.a,EU,,ok
3EI.,EC and International Waters of III.,FAO,27.3,INT,,ok
*09AW,See coordinates in the regulation,NONE,,,,no geography
*2A34X,"United Kingdom and Union waters of 2a, 3 and 4 ",FAO,27.2.a,GBR+EU,,ok
*2A34X,"United Kingdom and Union waters of 2a, 3 and 4 ",FAO,27.3,GBR+EU,,ok
*2A34X,"United Kingdom and Union waters of 2a, 3 and 4 ",FAO,27.4,GBR+EU,,ok
ATF_DIR,Direct authorisations with French Southern and Antarctic Lands,EEZ,ATF,ATF,,ok
03-C.,III (1),FAO,27.3,,,ok
03-C.,III (1),FAO,27.1,,,ok
N23KL,"NAFO 2, 3K, 3L = FAO 21.2 + 21.3.K + 21.3.L",FAO,21.2,NAFO,,ok
N23KL,"NAFO 2, 3K, 3L = FAO 21.2 + 21.3.K + 21.3.L",FAO,21.3.K,NAFO,,ok
N23KL,"NAFO 2, 3K, 3L = FAO 21.2 + 21.3.K + 21.3.L",FAO,21.3.L,NAFO,,ok
*6X14.,6 and 7; United Kingdom and international waters of 5b,FAO,27.6,,,ok
*6X14.,6 and 7; United Kingdom and international waters of 5b,FAO,27.7,,,ok
*6X14.,6 and 7; United Kingdom and international waters of 5b,FAO,27.5.b,GBR+INT,,ok
MAR_2019,Morocco Agreement from 2019,EEZ,MAR,MAR,,ok
5-14GL,"Greenland waters of 5, 12 and 14",FAO,27.5,GRL,,ok
5-14GL,"Greenland waters of 5, 12 and 14",FAO,27.12,GRL,,ok
5-14GL,"Greenland waters of 5, 12 and 14",FAO,27.14,GRL,,ok
9-C.SEN,Union waters of 9,FAO,27.9,EU,,ok
*AN05N,"Atlantic Ocean, North of 5° N",FAO,ATL,,North of 5° N,check
46AN-C,"IV, VIa) North 56°30'N (1)",FAO,27.6.a,,,ok
46AN-C,"IV, VIa) North 56°30'N (1)",FAO,27.4,,,ok
46AN-C,"IV, VIa) North 56°30'N (1)",FAO,27.1,,,ok
4678-C,"IV, VI, VII; VIII (1)",FAO,27.4,,,ok
4678-C,"IV, VI, VII; VIII (1)",FAO,27.6,,,ok
4678-C,"IV, VI, VII; VIII (1)",FAO,27.7,,,ok
4678-C,"IV, VI, VII; VIII (1)",FAO,27.8,,,ok
4678-C,"IV, VI, VII; VIII (1)",FAO,27.1,,,ok
8C9.,"VIIIc), IX",FAO,27.8.c,,,ok
8C9.,"VIIIc), IX",FAO,27.9,,,ok
1214EI,"United Kingdom and international  waters of 1, 2 and 14",FAO,27.1,GBR+INT,,ok
1214EI,"United Kingdom and international  waters of 1, 2 and 14",FAO,27.2,GBR+INT,,ok
1214EI,"United Kingdom and international  waters of 1, 2 and 14",FAO,27.14,GBR+INT,,ok
ICESVIII,(no description - inferred from code),FAO,27.8,,,ok
1/2FRO,"I, II (Faroese waters)",FAO,27.1,FRO,,ok
1/2FRO,"I, II (Faroese waters)",FAO,27.2,FRO,,ok
*F483A,FAO 48.3 Antarctic - Management Area A: 48° W to 43° 30' W – 52° 30' S to 56° S,FAO,48.3,,,ok
AN05N_AMS,"Atlantic Ocean, North of 5° N (shared quota)",FAO,ATL,,North of 5° N,check
*07A.,VIIa),FAO,27.7.a,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.2.a,GBR,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.4.a,GBR,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.7.a,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.7.b,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.7.c,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.7.e,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.7.f,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.7.g,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.7.h,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.7.j,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.7.k,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.8.a,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.8.b,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.8.d,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.8.e,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.6,,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.5.b,GBR+INT,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.12,INT,,ok
2A-14,"United Kingdom waters of 2a and 4a; 6, 7a-c, 7e-k, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 12 and 14",FAO,27.14,INT,,ok
N64E44,North of 64° N East of 44° W,NONE,,,North of 64° N | East of 44° W,constraint only - inherits parent area
*08B.,8b,FAO,27.8.b,,,ok
AS05N,"Atlantic Ocean, South of 5° N",FAO,ATL,,South of 5° N,check
234_2,Union waters of sandeel management area 2,SANDEEL,SAN2,EU,,ok
*6AN56,6a north of 56° 30′ N,FAO,27.6.a,,north of 56° 30′ N,ok
SYC_2020,Seychelles,EEZ,SYC,SYC,,ok
*7DE.,7d and 7e,FAO,27.7.d,,,ok
*7DE.,7d and 7e,FAO,27.7.e,,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.c.22,EU,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.b.23,EU,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.d.24,EU,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.d.25,EU,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.d.26,EU,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.d.27,EU,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.d.28,EU,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.d.29,EU,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.d.30,EU,,ok
3BCD-F,Union waters of Subdivisions 22-31,FAO,27.3.d.31,EU,,ok
ICAN05NXM,"ICCAT Convention area, north of 5°N, excluding Mediterranean",RFMO,ICCAT,,north of 5°N,ok
MED2_LL2,(no description - inferred from code),NONE,,,MED2_LL2,Mediterranean effort regime code - not an area
GL251214_AMS,"Greenland waters of 2, 5, 12 and 14 (shared quota)",FAO,27.2,GRL,,ok
GL251214_AMS,"Greenland waters of 2, 5, 12 and 14 (shared quota)",FAO,27.5,GRL,,ok
GL251214_AMS,"Greenland waters of 2, 5, 12 and 14 (shared quota)",FAO,27.12,GRL,,ok
GL251214_AMS,"Greenland waters of 2, 5, 12 and 14 (shared quota)",FAO,27.14,GRL,,ok
78-C.,VII; VIII (1),FAO,27.7,,,ok
78-C.,VII; VIII (1),FAO,27.8,,,ok
78-C.,VII; VIII (1),FAO,27.1,,,ok
8/3411,"8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.8,,,ok
8/3411,"8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.9,,,ok
8/3411,"8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.10,,,ok
8/3411,"8, 9 and 10; Union waters of CECAF 34.1.1",FAO,34.1.1,EU,,ok
567EI_AMS,6 and 7; United Kingdom and international waters of 5 (shared quota),FAO,27.6,,,ok
567EI_AMS,6 and 7; United Kingdom and international waters of 5 (shared quota),FAO,27.7,,,ok
567EI_AMS,6 and 7; United Kingdom and international waters of 5 (shared quota),FAO,27.5,GBR+INT,,ok
XCS,NEAFC Stock - Capelin (Sub Areas 1-2),RFMO,NEAFC,,,ok
XCS,NEAFC Stock - Capelin (Sub Areas 1-2),FAO,27.1,,,ok
XCS,NEAFC Stock - Capelin (Sub Areas 1-2),FAO,27.2,,,ok
30/31.,Subdivisions 30-31,FAO,27.3.d.30,,,ok
30/31.,Subdivisions 30-31,FAO,27.3.d.31,,,ok
7X7A8C,VII except VIIa); VIII (1),FAO,27.7.a,,,ok
7X7A8C,VII except VIIa); VIII (1),FAO,27.7,,,ok
7X7A8C,VII except VIIa); VIII (1),FAO,27.8,,,ok
7X7A8C,VII except VIIa); VIII (1),FAO,27.1,,,ok
*5B-F.,Faroese waters of zone Vb (Special Conditions area),FAO,27.5.b,FRO,,ok
*F-42E,Division 58.4.2 east of 55° E,FAO,58.4.2,,east of 55° E,ok
N4X.,Division 21.4X,FAO,21.4.X,NAFO,,ok
WCPFC,WCPFC Convention Area,RFMO,WCPFC,,,ok
7X7A-C,"7b, 7c, 7d, 7e, 7f, 7g, 7h, 7j and 7k",FAO,27.7.b,,,ok
7X7A-C,"7b, 7c, 7d, 7e, 7f, 7g, 7h, 7j and 7k",FAO,27.7.c,,,ok
7X7A-C,"7b, 7c, 7d, 7e, 7f, 7g, 7h, 7j and 7k",FAO,27.7.d,,,ok
7X7A-C,"7b, 7c, 7d, 7e, 7f, 7g, 7h, 7j and 7k",FAO,27.7.e,,,ok
7X7A-C,"7b, 7c, 7d, 7e, 7f, 7g, 7h, 7j and 7k",FAO,27.7.f,,,ok
7X7A-C,"7b, 7c, 7d, 7e, 7f, 7g, 7h, 7j and 7k",FAO,27.7.g,,,ok
7X7A-C,"7b, 7c, 7d, 7e, 7f, 7g, 7h, 7j and 7k",FAO,27.7.h,,,ok
7X7A-C,"7b, 7c, 7d, 7e, 7f, 7g, 7h, 7j and 7k",FAO,27.7.j,,,ok
7X7A-C,"7b, 7c, 7d, 7e, 7f, 7g, 7h, 7j and 7k",FAO,27.7.k,,,ok
2A4AXF,Faroese waters,EEZ,FRO,FRO,,ok
2A34-,"IIa)(1) ,IIIa); IIIb),c),d) (1), IV",FAO,27.2.a,,,ok
2A34-,"IIa)(1) ,IIIa); IIIb),c),d) (1), IV",FAO,27.3.a,,,ok
2A34-,"IIa)(1) ,IIIa); IIIb),c),d) (1), IV",FAO,27.1,,,ok
2A34-,"IIa)(1) ,IIIa); IIIb),c),d) (1), IV",FAO,27.3.b,,,ok
2A34-,"IIa)(1) ,IIIa); IIIb),c),d) (1), IV",FAO,27.3.c,,,ok
2A34-,"IIa)(1) ,IIIa); IIIb),c),d) (1), IV",FAO,27.3.d,,,ok
2A34-,"IIa)(1) ,IIIa); IIIb),c),d) (1), IV",FAO,27.4,,,ok
*04-C-BC,bycatch in Union waters of 4 ,FAO,27.4,EU,,ok
N5Z6.,"NAFO 5Z,6.",FAO,21.5.Z,NAFO,,ok
N5Z6.,"NAFO 5Z,6.",FAO,21.6,NAFO,,ok
2AC4A.,"IIa) (1), IVa)",FAO,27.2.a,,,ok
2AC4A.,"IIa) (1), IVa)",FAO,27.4.a,,,ok
2AC4A.,"IIa) (1), IVa)",FAO,27.1,,,ok
2A4A-N,Norwegian waters of 2a and 4a,FAO,27.2.a,NOR,,ok
2A4A-N,Norwegian waters of 2a and 4a,FAO,27.4.a,NOR,,ok
*04N-,Norwegian waters of 4,FAO,27.4,NOR,,ok
3/4-,"III, IV, 1), 2)",FAO,27.3,,,ok
3/4-,"III, IV, 1), 2)",FAO,27.4,,,ok
3/4-,"III, IV, 1), 2)",FAO,27.1,,,ok
3/4-,"III, IV, 1), 2)",FAO,27.2,,,ok
*234_1,Sandeel management area 1,SANDEEL,SAN1,,,ok
GAB_2021,Gabon (SFPA 2021-2026),EEZ,GAB,GAB,,ok
08-C.,VIII (1),FAO,27.8,,,ok
08-C.,VIII (1),FAO,27.1,,,ok
*5614N,"6 and Union and international waters of 5b, 12 and 14, north of 56° 30' N",FAO,27.5.b,EU+INT,north of 56° 30' N,ok
*5614N,"6 and Union and international waters of 5b, 12 and 14, north of 56° 30' N",FAO,27.6,EU+INT,north of 56° 30' N,ok
*5614N,"6 and Union and international waters of 5b, 12 and 14, north of 56° 30' N",FAO,27.12,EU+INT,north of 56° 30' N,ok
*5614N,"6 and Union and international waters of 5b, 12 and 14, north of 56° 30' N",FAO,27.14,EU+INT,north of 56° 30' N,ok
08D.,ICES division VIIId - Bay of Biscay - Offshore,FAO,27.8.d,,,ok
2A46AN,"Union waters of 2a, 4 and 6a north of 56° 30' N",FAO,27.2.a,EU,north of 56° 30' N,ok
2A46AN,"Union waters of 2a, 4 and 6a north of 56° 30' N",FAO,27.6.a,EU,north of 56° 30' N,ok
2A46AN,"Union waters of 2a, 4 and 6a north of 56° 30' N",FAO,27.4,EU,north of 56° 30' N,ok
04A.,Union waters of IVa (Norwegian part excluded by additional Special Condition),FAO,27.4.a,EU+NOR,,ok
8AB.,8a and 8b,FAO,27.8.a,,,ok
8AB.,8a and 8b,FAO,27.8.b,,,ok
GRL4,"Greenland waters of NAFO 1F and ICES XIV: the part that is between 60° 45′ N and 59° 00′ N to the west of 44° 00′ W, and the part of the Greenlandic fisheries territory that is to the south of 59° 00′ N and to the west of 42° 00′ W.’",FAO,21.1.F,GRL,"west of 44° 00′ W | south of 59° 00′ N | west of 42° 00′ W | between 60° 45′ N and 59° 00′ N to the west of 44° 00′ W, and the part of the Greenlandic fisheries territory that is to the south of 59° 0",ok
GRL4,"Greenland waters of NAFO 1F and ICES XIV: the part that is between 60° 45′ N and 59° 00′ N to the west of 44° 00′ W, and the part of the Greenlandic fisheries territory that is to the south of 59° 00′ N and to the west of 42° 00′ W.’",FAO,27.14,GRL,"west of 44° 00′ W | south of 59° 00′ N | west of 42° 00′ W | between 60° 45′ N and 59° 00′ N to the west of 44° 00′ W, and the part of the Greenlandic fisheries territory that is to the south of 59° 0",ok
*FRO1,Faroese waters,EEZ,FRO,FRO,,ok
678_AMS,"6, 7 and 8  (shared quota)",FAO,27.6,,,ok
678_AMS,"6, 7 and 8  (shared quota)",FAO,27.7,,,ok
678_AMS,"6, 7 and 8  (shared quota)",FAO,27.8,,,ok
ICAE45W,"ICCAT Convention area, east of 45°W",RFMO,ICCAT,,east of 45°W,ok
07A.,7a,FAO,27.7.a,,,ok
*F481.,Division 48.1,FAO,48.1,,,ok
07D.,7d,FAO,27.7.d,,,ok
